run_accession	sample_accession	experiment_accession	study_accession	sample_title	sample_alias	sample_description	description	library_name	experiment_title	study_title	run_alias	read_count	fastq_ftp	sample_title_x	sample_desc_x	sample_alias_x	label_hits
SRR19996222	SAMN29515374	SRX16037302	PRJNA856121	S012010090041	S012010090041	S012010090041	NextSeq 550 sequencing: WGS of human metagenome	S012010090041	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090041.fastq.gz	24374368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/022/SRR19996222/SRR19996222.fastq.gz	S012010090041		S012010090041	
SRR19996223	SAMN29515373	SRX16037301	PRJNA856121	S012010090040	S012010090040	S012010090040	NextSeq 550 sequencing: WGS of human metagenome	S012010090040	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090040.fastq.gz	27315019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/023/SRR19996223/SRR19996223.fastq.gz	S012010090040		S012010090040	
SRR19996226	SAMN29515371	SRX16037298	PRJNA856121	S012010090038	S012010090038	S012010090038	NextSeq 550 sequencing: WGS of human metagenome	S012010090038	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090038.fastq.gz	23979339	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/026/SRR19996226/SRR19996226.fastq.gz	S012010090038		S012010090038	
SRR19996230	SAMN29515367	SRX16037294	PRJNA856121	S012010090034	S012010090034	S012010090034	NextSeq 550 sequencing: WGS of human metagenome	S012010090034	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090034.fastq.gz	15258736	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/030/SRR19996230/SRR19996230.fastq.gz	S012010090034		S012010090034	
SRR19996234	SAMN29515363	SRX16037290	PRJNA856121	S012010090030	S012010090030	S012010090030	NextSeq 550 sequencing: WGS of human metagenome	S012010090030	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090030.fastq.gz	8139058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/034/SRR19996234/SRR19996234.fastq.gz	S012010090030		S012010090030	
SRR19996245	SAMN29515353	SRX16037279	PRJNA856121	S012010090020	S012010090020	S012010090020	NextSeq 550 sequencing: WGS of human metagenome	S012010090020	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090020.fastq.gz	24876734	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/045/SRR19996245/SRR19996245.fastq.gz	S012010090020		S012010090020	
SRR19996249	SAMN29515350	SRX16037275	PRJNA856121	S012010090017	S012010090017	S012010090017	NextSeq 550 sequencing: WGS of human metagenome	S012010090017	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090017.fastq.gz	23525953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/049/SRR19996249/SRR19996249.fastq.gz	S012010090017		S012010090017	
SRR19996250	SAMN29515349	SRX16037274	PRJNA856121	S012010090016	S012010090016	S012010090016	NextSeq 550 sequencing: WGS of human metagenome	S012010090016	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090016.fastq.gz	28358898	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/050/SRR19996250/SRR19996250.fastq.gz	S012010090016		S012010090016	
SRR19996253	SAMN29515346	SRX16037271	PRJNA856121	S012010090013	S012010090013	S012010090013	NextSeq 550 sequencing: WGS of human metagenome	S012010090013	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090013.fastq.gz	23862630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/053/SRR19996253/SRR19996253.fastq.gz	S012010090013		S012010090013	
SRR19996256	SAMN29515343	SRX16037268	PRJNA856121	S012010090010	S012010090010	S012010090010	NextSeq 550 sequencing: WGS of human metagenome	S012010090010	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090010.fastq.gz	16718992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/056/SRR19996256/SRR19996256.fastq.gz	S012010090010		S012010090010	
SRR19996189	SAMN29515404	SRX16037335	PRJNA856121	S012012180032	S012012180032	S012012180032	NextSeq 550 sequencing: WGS of human metagenome	S012012180032	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180032.fastq.gz	18296670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/089/SRR19996189/SRR19996189.fastq.gz	S012012180032		S012012180032	
SRR19996193	SAMN29515401	SRX16037331	PRJNA856121	S012012180029	S012012180029	S012012180029	NextSeq 550 sequencing: WGS of human metagenome	S012012180029	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180029.fastq.gz	15120588	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/093/SRR19996193/SRR19996193.fastq.gz	S012012180029		S012012180029	
SRR19996202	SAMN29515339	SRX16037322	PRJNA856121	S012010090005	S012010090005	S012010090005	NextSeq 550 sequencing: WGS of human metagenome	S012010090005	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090005.fastq.gz	16297749	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/002/SRR19996202/SRR19996202.fastq.gz	S012010090005		S012010090005	
SRR19996207	SAMN29515388	SRX16037317	PRJNA856121	S012012180016	S012012180016	S012012180016	NextSeq 550 sequencing: WGS of human metagenome	S012012180016	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180016.fastq.gz	15121209	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/007/SRR19996207/SRR19996207.fastq.gz	S012012180016		S012012180016	
SRR19996209	SAMN29515386	SRX16037315	PRJNA856121	S012012180014	S012012180014	S012012180014	NextSeq 550 sequencing: WGS of human metagenome	S012012180014	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180014.fastq.gz	19878720	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/009/SRR19996209/SRR19996209.fastq.gz	S012012180014		S012012180014	
SRR19996214	SAMN29515382	SRX16037310	PRJNA856121	S012010090049	S012010090049	S012010090049	NextSeq 550 sequencing: WGS of human metagenome	S012010090049	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090049.fastq.gz	15672672	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/014/SRR19996214/SRR19996214.fastq.gz	S012010090049		S012010090049	
SRR19996218	SAMN29515378	SRX16037306	PRJNA856121	S012010090045	S012010090045	S012010090045	NextSeq 550 sequencing: WGS of human metagenome	S012010090045	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090045.fastq.gz	23164418	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/018/SRR19996218/SRR19996218.fastq.gz	S012010090045		S012010090045	
SRR19996220	SAMN29515376	SRX16037304	PRJNA856121	S012010090043	S012010090043	S012010090043	NextSeq 550 sequencing: WGS of human metagenome	S012010090043	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090043.fastq.gz	26226149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/020/SRR19996220/SRR19996220.fastq.gz	S012010090043		S012010090043	
SRR19996227	SAMN29515370	SRX16037297	PRJNA856121	S012010090037	S012010090037	S012010090037	NextSeq 550 sequencing: WGS of human metagenome	S012010090037	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090037.fastq.gz	26407157	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/027/SRR19996227/SRR19996227.fastq.gz	S012010090037		S012010090037	
SRR19996228	SAMN29515369	SRX16037296	PRJNA856121	S012010090036	S012010090036	S012010090036	NextSeq 550 sequencing: WGS of human metagenome	S012010090036	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090036.fastq.gz	27531654	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/028/SRR19996228/SRR19996228.fastq.gz	S012010090036		S012010090036	
SRR19996229	SAMN29515368	SRX16037295	PRJNA856121	S012010090035	S012010090035	S012010090035	NextSeq 550 sequencing: WGS of human metagenome	S012010090035	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090035.fastq.gz	26375963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/029/SRR19996229/SRR19996229.fastq.gz	S012010090035		S012010090035	
SRR19996231	SAMN29515366	SRX16037293	PRJNA856121	S012010090033	S012010090033	S012010090033	NextSeq 550 sequencing: WGS of human metagenome	S012010090033	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090033.fastq.gz	14457000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/031/SRR19996231/SRR19996231.fastq.gz	S012010090033		S012010090033	
SRR19996236	SAMN29515362	SRX16037288	PRJNA856121	S012010090029	S012010090029	S012010090029	NextSeq 550 sequencing: WGS of human metagenome	S012010090029	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090029.fastq.gz	12977425	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/036/SRR19996236/SRR19996236.fastq.gz				
SRR19996238	SAMN29515360	SRX16037286	PRJNA856121	S012010090027	S012010090027	S012010090027	NextSeq 550 sequencing: WGS of human metagenome	S012010090027	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090027.fastq.gz	30469342	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/038/SRR19996238/SRR19996238.fastq.gz				
SRR19996239	SAMN29515359	SRX16037285	PRJNA856121	S012010090026	S012010090026	S012010090026	NextSeq 550 sequencing: WGS of human metagenome	S012010090026	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090026.fastq.gz	27926751	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/039/SRR19996239/SRR19996239.fastq.gz				
SRR19996240	SAMN29515358	SRX16037284	PRJNA856121	S012010090025	S012010090025	S012010090025	NextSeq 550 sequencing: WGS of human metagenome	S012010090025	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090025.fastq.gz	31479937	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/040/SRR19996240/SRR19996240.fastq.gz				
SRR19996242	SAMN29515356	SRX16037282	PRJNA856121	S012010090023	S012010090023	S012010090023	NextSeq 550 sequencing: WGS of human metagenome	S012010090023	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090023.fastq.gz	16187452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/042/SRR19996242/SRR19996242.fastq.gz				
SRR19996243	SAMN29515355	SRX16037281	PRJNA856121	S012010090022	S012010090022	S012010090022	NextSeq 550 sequencing: WGS of human metagenome	S012010090022	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090022.fastq.gz	16073558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/043/SRR19996243/SRR19996243.fastq.gz				
SRR19996244	SAMN29515354	SRX16037280	PRJNA856121	S012010090021	S012010090021	S012010090021	NextSeq 550 sequencing: WGS of human metagenome	S012010090021	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090021.fastq.gz	23604424	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/044/SRR19996244/SRR19996244.fastq.gz				
SRR19996246	SAMN29515335	SRX16037278	PRJNA856121	S012006200014	S012006200014	S012006200014	NextSeq 550 sequencing: WGS of human metagenome	S012006200014	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012006200014.fastq.gz	6311380	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/046/SRR19996246/SRR19996246.fastq.gz				
SRR19996248	SAMN29515351	SRX16037276	PRJNA856121	S012010090018	S012010090018	S012010090018	NextSeq 550 sequencing: WGS of human metagenome	S012010090018	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090018.fastq.gz	26494981	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/048/SRR19996248/SRR19996248.fastq.gz				
SRR19996252	SAMN29515347	SRX16037272	PRJNA856121	S012010090014	S012010090014	S012010090014	NextSeq 550 sequencing: WGS of human metagenome	S012010090014	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090014.fastq.gz	21023399	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/052/SRR19996252/SRR19996252.fastq.gz				
SRR19996254	SAMN29515345	SRX16037270	PRJNA856121	S012010090012	S012010090012	S012010090012	NextSeq 550 sequencing: WGS of human metagenome	S012010090012	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090012.fastq.gz	23027658	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/054/SRR19996254/SRR19996254.fastq.gz				
SRR19996257	SAMN29515334	SRX16037267	PRJNA856121	S012006200009	S012006200009	S012006200009	NextSeq 550 sequencing: WGS of human metagenome	S012006200009	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012006200009.fastq.gz	9901272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/057/SRR19996257/SRR19996257.fastq.gz				
SRR19996258	SAMN29515333	SRX16037266	PRJNA856121	S012006200008	S012006200008	S012006200008	NextSeq 550 sequencing: WGS of human metagenome	S012006200008	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012006200008.fastq.gz	6637443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/058/SRR19996258/SRR19996258.fastq.gz				
SRR19996187	SAMN29515342	SRX16037337	PRJNA856121	S012010090009	S012010090009	S012010090009	NextSeq 550 sequencing: WGS of human metagenome	S012010090009	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090009.fastq.gz	17845496	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/087/SRR19996187/SRR19996187.fastq.gz				
SRR19996190	SAMN29515403	SRX16037334	PRJNA856121	S012012180031	S012012180031	S012012180031	NextSeq 550 sequencing: WGS of human metagenome	S012012180031	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180031.fastq.gz	16532518	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/090/SRR19996190/SRR19996190.fastq.gz				
SRR19996192	SAMN29515402	SRX16037332	PRJNA856121	S012012180030	S012012180030	S012012180030	NextSeq 550 sequencing: WGS of human metagenome	S012012180030	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180030.fastq.gz	13724115	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/092/SRR19996192/SRR19996192.fastq.gz				
SRR19996196	SAMN29515398	SRX16037328	PRJNA856121	S012012180026	S012012180026	S012012180026	NextSeq 550 sequencing: WGS of human metagenome	S012012180026	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180026.fastq.gz	21003495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/096/SRR19996196/SRR19996196.fastq.gz				
SRR19996197	SAMN29515397	SRX16037327	PRJNA856121	S012012180025	S012012180025	S012012180025	NextSeq 550 sequencing: WGS of human metagenome	S012012180025	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180025.fastq.gz	18058182	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/097/SRR19996197/SRR19996197.fastq.gz				
SRR19996198	SAMN29515396	SRX16037326	PRJNA856121	S012012180024	S012012180024	S012012180024	NextSeq 550 sequencing: WGS of human metagenome	S012012180024	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180024.fastq.gz	19165533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/098/SRR19996198/SRR19996198.fastq.gz				
SRR19996201	SAMN29515393	SRX16037323	PRJNA856121	S012012180021	S012012180021	S012012180021	NextSeq 550 sequencing: WGS of human metagenome	S012012180021	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180021.fastq.gz	15638291	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/001/SRR19996201/SRR19996201.fastq.gz				
SRR19996203	SAMN29515392	SRX16037321	PRJNA856121	S012012180020	S012012180020	S012012180020	NextSeq 550 sequencing: WGS of human metagenome	S012012180020	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012012180020.fastq.gz	8768460	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/003/SRR19996203/SRR19996203.fastq.gz				
SRR19996211	SAMN29515384	SRX16037313	PRJNA856121	S012010090051	S012010090051	S012010090051	NextSeq 550 sequencing: WGS of human metagenome	S012010090051	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090051.fastq.gz	26033975	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/011/SRR19996211/SRR19996211.fastq.gz				
SRR19996212	SAMN29515383	SRX16037312	PRJNA856121	S012010090050	S012010090050	S012010090050	NextSeq 550 sequencing: WGS of human metagenome	S012010090050	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090050.fastq.gz	16473868	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/012/SRR19996212/SRR19996212.fastq.gz				
SRR19996213	SAMN29515338	SRX16037311	PRJNA856121	S012010090004	S012010090004	S012010090004	NextSeq 550 sequencing: WGS of human metagenome	S012010090004	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090004.fastq.gz	9863305	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/013/SRR19996213/SRR19996213.fastq.gz				
SRR19996215	SAMN29515381	SRX16037309	PRJNA856121	S012010090048	S012010090048	S012010090048	NextSeq 550 sequencing: WGS of human metagenome	S012010090048	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090048.fastq.gz	17381623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/015/SRR19996215/SRR19996215.fastq.gz				
SRR19996216	SAMN29515380	SRX16037308	PRJNA856121	S012010090047	S012010090047	S012010090047	NextSeq 550 sequencing: WGS of human metagenome	S012010090047	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090047.fastq.gz	15650627	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/016/SRR19996216/SRR19996216.fastq.gz				
SRR19996219	SAMN29515377	SRX16037305	PRJNA856121	S012010090044	S012010090044	S012010090044	NextSeq 550 sequencing: WGS of human metagenome	S012010090044	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090044.fastq.gz	21109752	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/019/SRR19996219/SRR19996219.fastq.gz				
SRR19996224	SAMN29515337	SRX16037300	PRJNA856121	S012010090003	S012010090003	S012010090003	NextSeq 550 sequencing: WGS of human metagenome	S012010090003	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090003.fastq.gz	16098726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/024/SRR19996224/SRR19996224.fastq.gz				
SRR19996225	SAMN29515372	SRX16037299	PRJNA856121	S012010090039	S012010090039	S012010090039	NextSeq 550 sequencing: WGS of human metagenome	S012010090039	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090039.fastq.gz	22594059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/025/SRR19996225/SRR19996225.fastq.gz				
SRR19996232	SAMN29515365	SRX16037292	PRJNA856121	S012010090032	S012010090032	S012010090032	NextSeq 550 sequencing: WGS of human metagenome	S012010090032	NextSeq 550 sequencing: WGS of human metagenome	Metagenomic profiling of ocular surface microbiome changes in Demodex blepharitis patients	S012010090032.fastq.gz	8490993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR199/032/SRR19996232/SRR19996232.fastq.gz				
